cdl_dataset/dataset/Pet_cat/g2.txt,Slice some chicken and give it to my cat.,"['walk_executor(kitchen_counter_132)', 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)'
, 'open_executor(fridge_140)', 'walk_executor(kitchen_counter_129)', 'walk_executor(cupboard_131)', 
'open_executor(cupboard_131)', 'walk_executor(doorjamb_182)', 'walk_executor(cupboard_130)', 'walk_e
xecutor(kitchen_counter_128)', 'walk_executor(food_chicken_2050)', 'grab_executor(food_chicken_2050)
', 'walk_executor(cutting_board_2080)', 'put_executor(food_chicken_2050, cutting_board_2080)', 'walk
_executor(knifeblock_52)', 'walk_executor(dishwasher_143)', 'open_executor(dishwasher_143)', 'grab_e
xecutor(knife_2036)', 'walk_executor(food_chicken_2050)', 'cut_executor(food_chicken_2050)', 'grab_e
xecutor(food_chicken_2050)', 'walk_executor(cat_2082)', 'put_executor(food_chicken_2050, cat_2082)']","Time consume: 73 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 35",1,Scene_id: 2
cdl_dataset/dataset/Prepare_breakfast/g1.txt,Slice and toast bread.,"['walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)'
, 'open_executor(fridge_289)', 'grab_executor(food_bread_2012)', 'walk_executor(cutting_board_2051)'
, 'put_executor(food_bread_2012, cutting_board_2051)', 'walk_executor(knife_2050)', 'grab_executor(k
nife_2050)', 'walk_executor(food_bread_2012)', 'cut_executor(food_bread_2012)', 'grab_executor(food_
bread_2012)', 'walk_executor(toaster_292)', 'putin_executor(food_bread_2012, toaster_292)', 'switcho
n_executor(toaster_292)']","Time consume: 30 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 37",1,Scene_id: 0
cdl_dataset/dataset/Prepare_breakfast/g2.txt,Scramble egg by the fryingpan.,"['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_e
xecutor(kitchen_counter_122)', 'walk_executor(food_egg_2092)', 'walk_executor(fryingpan_2154)', 'wal
k_executor(food_egg_2092)', 'grab_executor(food_egg_2092)', 'walk_executor(kitchen_counter_123)', 'w
alk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(cupboard_117)', 'walk_exe
cutor(kitchen_counter_119)', 'walk_executor(bowl_2140)', 'putin_executor(food_egg_2092, bowl_2140)',
 'wash_executor(bowl_2140)']","Time consume: 158 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 37","Keystate: k1 - Requires: 13 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Prepare_a_reading_space/g5.txt,"Find my spectacles and put it on the coffe table in home office. Then find the book and put it on th
e coffe table in home office.","['walk_executor(desk_272)', 'walk_executor(computer_276)', 'walk_executor(chair_271)', 'walk_executo
r(bookshelf_275)', 'walk_executor(bookshelf_124)', 'open_executor(bookshelf_124)', 'walk_executor(ta
ble_270)', 'walk_executor(kitchen_counter_122)', 'walk_executor(spectacles_2153)', 'grab_executor(sp
ectacles_2153)', 'walk_executor(table_270)', 'put_executor(spectacles_2153, table_270)', 'walk_execu
tor(book_2136)', 'grab_executor(book_2136)', 'walk_executor(table_270)', 'put_executor(book_2136, ta
ble_270)']","Time consume: 44 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 39",1,Scene_id: 1
cdl_dataset/dataset/Change_TV_channel/g3.txt,"Sitting on the couch, then turn on the TV with the remote control.","['walk_executor(couch_198)', 'sit_executor(couch_198)', 'standup_executor(char)', 'walk_executor(tel
evision_281)', 'switchon_executor(television_281)', 'walk_executor(remote_control_2124)', 'grab_exec
utor(remote_control_2124)']","Time consume: 108 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 39","Keystate: k1 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Vacuum_the_living_room/g1.txt,Vacuum the floor.,"['walk_executor(home_office_319)', 'walk_executor(vacuum_cleaner_2070)', 'walk_executor(home_office_
319)', 'walk_executor(vacuum_cleaner_2070)', 'plugin_executor(vacuum_cleaner_2070)', 'switchon_execu
tor(vacuum_cleaner_2070)', 'walk_executor(home_office_319)']","Time consume: 299 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 39","Keystate: k1 - Requires: 2 steps
Action Completion Rate: 0.0",Scene_id: 0
cdl_dataset/dataset/Write_an_email/g1.txt,Turn on the computer in home office.,"['walk_executor(computer_2110)', 'switchon_executor(computer_2110)']","Time consume: 20 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 39","Keystate: k1 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Vacuum_the_living_room/g1.txt,Vacuum the floor.,"['walk_executor(kitchen_counter_132)', 'walk_executor(kitchen_counter_128)', 'walk_executor(kitchen_
counter_129)', 'walk_executor(dishwasher_143)', 'open_executor(dishwasher_143)', 'walk_executor(iron
ing_board_2099)', 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)', 'open_executor(frid
ge_140)', 'walk_executor(couch_192)', 'walk_executor(vacuum_cleaner_2094)', 'plugin_executor(vacuum_
cleaner_2094)', 'switchon_executor(vacuum_cleaner_2094)', 'walk_executor(floor_12)', 'wash_executor(
floor_12)', 'walk_executor(vacuum_cleaner_2094)', 'switchoff_executor(vacuum_cleaner_2094)', 'walk_e
xecutor(couch_192)', 'walk_executor(vacuum_cleaner_2094)', 'switchon_executor(vacuum_cleaner_2094)',
 'switchoff_executor(vacuum_cleaner_2094)', 'switchon_executor(vacuum_cleaner_2094)', 'switchoff_exe
cutor(vacuum_cleaner_2094)', 'switchon_executor(vacuum_cleaner_2094)', 'walk_executor(floor_13)', 'w
ash_executor(floor_13)', 'walk_executor(vacuum_cleaner_2094)', 'switchoff_executor(vacuum_cleaner_20
94)', 'switchon_executor(vacuum_cleaner_2094)', 'walk_executor(floor_12)', 'walk_executor(vacuum_cle
aner_2094)', 'grab_executor(vacuum_cleaner_2094)', 'walk_executor(floor_17)', 'put_executor(vacuum_c
leaner_2094, floor_17)', 'walk_executor(vacuum_cleaner_2094)', 'grab_executor(vacuum_cleaner_2094)',
 'walk_executor(floor_21)', 'put_executor(vacuum_cleaner_2094, floor_21)', 'walk_executor(vacuum_cle
aner_2094)', 'grab_executor(vacuum_cleaner_2094)', 'walk_executor(floor_24)', 'put_executor(vacuum_c
leaner_2094, floor_24)', 'walk_executor(vacuum_cleaner_2094)', 'grab_executor(vacuum_cleaner_2094)',
 'walk_executor(floor_164)', 'put_executor(vacuum_cleaner_2094, floor_164)', 'walk_executor(vacuum_c
leaner_2094)', 'grab_executor(vacuum_cleaner_2094)', 'walk_executor(floor_221)', 'put_executor(vacuu
m_cleaner_2094, floor_221)', 'walk_executor(vacuum_cleaner_2094)', 'grab_executor(vacuum_cleaner_209
4)', 'walk_executor(floor_273)', 'put_executor(vacuum_cleaner_2094, floor_273)', 'walk_executor(vacu
um_cleaner_2094)', 'grab_executor(vacuum_cleaner_2094)', 'walk_executor(floor_277)', 'put_executor(v
acuum_cleaner_2094, floor_277)', 'walk_executor(vacuum_cleaner_2094)', 'grab_executor(vacuum_cleaner
_2094)', 'walk_executor(floor_328)', 'put_executor(vacuum_cleaner_2094, floor_328)', 'walk_executor(
vacuum_cleaner_2094)', 'grab_executor(vacuum_cleaner_2094)', 'walk_executor(floor_331)', 'put_execut
or(vacuum_cleaner_2094, floor_331)', 'walk_executor(vacuum_cleaner_2094)', 'grab_executor(vacuum_cle
aner_2094)', 'walk_executor(floor_333)', 'put_executor(vacuum_cleaner_2094, floor_333)', 'walk_execu
tor(vacuum_cleaner_2094)', 'grab_executor(vacuum_cleaner_2094)', 'walk_executor(floor_335)', 'put_ex
ecutor(vacuum_cleaner_2094, floor_335)']","Time consume: 314 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 39","Keystate: k1 - Requires: 1 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Drink/g5.txt,Use pot to boil some water.,"['walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(kitchen_counter_230)',
 'walk_executor(pot_2069)', 'grab_executor(pot_2069)', 'walk_executor(faucet_43)', 'switchon_executo
r(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executor(stove_2065)', 'put_executor(pot_2069,
 stove_2065)', 'switchon_executor(stove_2065)', 'switchoff_executor(stove_2065)']","Time consume: 30 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 39","Keystate: k1 - Requires: 1 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/make_up_bed/g3.txt,Prepare a cup of water on the nightstand.,"['walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(kitchen_counter_122)',
 'walk_executor(bookshelf_275)', 'walk_executor(kitchen_counter_123)', 'walk_executor(fridge_126)', 
'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_executor(nightstand_192)', 'wal
k_executor(table_114)', 'walk_executor(cup_2132)', 'grab_executor(cup_2132)', 'walk_executor(faucet_
20)', 'switchon_executor(faucet_20)', 'switchoff_executor(faucet_20)', 'walk_executor(nightstand_192
)', 'put_executor(cup_2132, nightstand_192)']","Time consume: 47 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 40",1,Scene_id: 1
cdl_dataset/dataset/Prepare_breakfast/g3.txt,Boil egg.,"['walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(kitchen_counter_230)',
 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'walk_e
xecutor(pot_2069)', 'open_executor(pot_2069)', 'walk_executor(food_egg_2020)', 'grab_executor(food_e
gg_2020)', 'walk_executor(pot_2069)', 'putin_executor(food_egg_2020, pot_2069)', 'grab_executor(pot_
2069)', 'walk_executor(faucet_43)', 'switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)',
 'walk_executor(stove_2065)', 'open_executor(stove_2065)', 'putin_executor(pot_2069, stove_2065)', '
close_executor(stove_2065)', 'switchon_executor(stove_2065)']","Time consume: 40 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 40","Keystate: k1 - Requires: 6 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Listen_to_music/g2.txt,Turn on the dvd player with remote control.,"['walk_executor(tvstand_135)', 'walk_executor(dvd_player_2085)', 'plugin_executor(dvd_player_2085)',
 'switchon_executor(dvd_player_2085)', 'switchoff_executor(dvd_player_2085)', 'open_executor(dvd_pla
yer_2085)']","Time consume: 33 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 40","Keystate: k1 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Write_an_email/g2.txt,"Sit on the chair in front of the computer in the home office. Touch the mouse near the computer to t
urn it on.",[],"Time consume: 66 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 40","Keystate: k1 - Requires: 2 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Wash_windows/g2.txt,Wipe all the windows in the house by towel.,"['walk_executor(window_2156)', 'open_executor(window_2156)', 'walk_executor(window_191)', 'open_exec
utor(window_191)', 'walk_executor(window_310)', 'open_executor(window_310)', 'walk_executor(check_20
75)', 'walk_executor(curtain_206)', 'walk_executor(bathroom_counter_18)', 'walk_executor(window_2156
)', 'walk_executor(window_191)', 'walk_executor(window_310)', 'walk_executor(microwave_135)', 'open_
executor(microwave_135)', 'walk_executor(shower_16)', 'walk_executor(bathroom_cabinet_17)', 'open_ex
ecutor(bathroom_cabinet_17)', 'walk_executor(drawing_33)', 'walk_executor(towel_2128)', 'grab_execut
or(towel_2128)', 'walk_executor(window_2156)', 'wash_executor(window_2156)', 'walk_executor(window_1
91)', 'wash_executor(window_191)', 'walk_executor(window_310)', 'wash_executor(window_310)']","Time consume: 105 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 40","Keystate: k1 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g3.txt,Wash the bowls and plates with dishwasher. And wash forks by hand.,"['walk_executor(kitchen_counter_230)', 'walk_executor(sink_231)', 'walk_executor(cupboard_229)', 'op
en_executor(cupboard_229)', 'walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'wal
k_executor(trashcan_99)', 'walk_executor(cup_2064)', 'walk_executor(coffee_table_2068)', 'walk_execu
tor(table_355)', 'walk_executor(table_226)', 'walk_executor(bowl_2071)', 'grab_executor(bowl_2071)',
 'walk_executor(dishwasher_1001)', 'putin_executor(bowl_2071, dishwasher_1001)', 'walk_executor(bowl
_2072)', 'grab_executor(bowl_2072)', 'walk_executor(dishwasher_1001)', 'putin_executor(bowl_2072, di
shwasher_1001)', 'walk_executor(plate_1000)', 'grab_executor(plate_1000)', 'walk_executor(dishwasher
_1001)', 'putin_executor(plate_1000, dishwasher_1001)', 'close_executor(dishwasher_1001)', 'switchon
_executor(dishwasher_1001)', 'walk_executor(fork_2080)', 'grab_executor(fork_2080)', 'walk_executor(
sink_42)', 'putin_executor(fork_2080, sink_42)', 'walk_executor(fork_2080)', 'wash_executor(fork_208
0)', 'walk_executor(fork_2081)', 'grab_executor(fork_2081)', 'walk_executor(sink_42)', 'putin_execut
or(fork_2081, sink_42)', 'walk_executor(fork_2081)', 'wash_executor(fork_2081)']","Time consume: 100 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 42",1,Scene_id: 0
cdl_dataset/dataset/Cook_some_food/g4.txt,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then store the whole pot
 in the fridge.",['walk_executor(kitchen_counter_132)'],"Time consume: 75 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 42","Keystate: k1 - Requires: 11 steps
Keystate: k2 - Requires: 17 steps
Keystate: k3 - Requires: 7 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Prepare_dinner/g3.txt,Syntax Error,[],"Time consume: 78 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 42","Keystate: k1 - Requires: 15 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/make_up_bed/g3.txt,Prepare a cup of water on the nightstand.,"['walk_executor(nightstand_262)', 'walk_executor(kitchen_counter_132)', 'walk_executor(kitchen_count
er_129)', 'walk_executor(cupboard_131)', 'open_executor(cupboard_131)', 'walk_executor(cupboard_130)
', 'walk_executor(fryingpan_2107)', 'walk_executor(table_123)', 'walk_executor(cup_2087)', 'grab_exe
cutor(cup_2087)', 'walk_executor(nightstand_262)', 'put_executor(cup_2087, nightstand_262)']","Time consume: 41 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 42","Keystate: k1 - Requires: 5 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Pet_cat/g4.txt,Wash my cat in a sink,"['walk_executor(sink_19)', 'walk_executor(sink_120)', 'walk_executor(shower_16)', 'walk_executor(was
hing_machine_2079)', 'open_executor(washing_machine_2079)']","Time consume: 79 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 42","Keystate: k1 - Requires: 6 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Clean_the_bathroom/g2.txt,Prepare a sink of soapy water in the bathroom.,"['walk_executor(sink_19)', 'walk_executor(faucet_20)', 'switchon_executor(faucet_20)', 'switchoff_ex
ecutor(faucet_20)', 'walk_executor(soap_2125)', 'grab_executor(soap_2125)', 'walk_executor(sink_19)'
, 'putin_executor(soap_2125, sink_19)']","Time consume: 43 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 44",1,Scene_id: 1
cdl_dataset/dataset/Make_coffee/g2.txt,"make a cup of coffee using the coffee maker, then add milk and sugar.","['walk_executor(coffe_maker_130)', 'switchon_executor(coffe_maker_130)', 'walk_executor(cupboard_118
)', 'open_executor(cupboard_118)', 'walk_executor(cupboard_117)', 'walk_executor(kitchen_counter_123
)', 'walk_executor(kitchen_counter_119)', 'walk_executor(tray_128)', 'walk_executor(tray_2068)', 'wa
lk_executor(curtain_206)', 'walk_executor(table_114)', 'walk_executor(milk_2115)', 'grab_executor(mi
lk_2115)', 'walk_executor(cup_2132)', 'putin_executor(milk_2115, cup_2132)', 'walk_executor(bowl_214
2)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'gr
ab_executor(food_sugar_2111)', 'walk_executor(cup_2132)', 'putin_executor(food_sugar_2111, cup_2132)
']","Time consume: 81 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 44","Keystate: k1 - Requires: 9 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Change_TV_channel/g2.txt,Turn on the TV with the remote control.,"['walk_executor(television_216)', 'switchon_executor(television_216)']","Time consume: 10 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 44",Action Completion Rate: 0.0,Scene_id: 2
cdl_dataset/dataset/Pet_cat/g2.txt,Slice some chicken and give it to my cat.,"['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_e
xecutor(kitchen_counter_122)', 'walk_executor(kitchen_counter_123)', 'walk_executor(cupboard_118)', 
'open_executor(cupboard_118)', 'walk_executor(cupboard_117)', 'walk_executor(kitchen_counter_119)', 
'walk_executor(food_chicken_2089)', 'grab_executor(food_chicken_2089)', 'walk_executor(cutting_board
_2123)', 'put_executor(food_chicken_2089, cutting_board_2123)', 'walk_executor(knifeblock_76)', 'wal
k_executor(knife_2035)', 'walk_executor(table_114)', 'walk_executor(knife_2122)', 'grab_executor(kni
fe_2122)', 'walk_executor(food_chicken_2089)', 'cut_executor(food_chicken_2089)', 'walk_executor(cou
ch_269)', 'walk_executor(food_chicken_2089)', 'grab_executor(food_chicken_2089)', 'walk_executor(cat
_2069)', 'put_executor(food_chicken_2089, cat_2069)']","Time consume: 87 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 45",1,Scene_id: 1
cdl_dataset/dataset/Turn_on_light/g1.txt,Turn on the lights in the bathroom.,"['walk_executor(light_39)', 'switchon_executor(light_39)']","Time consume: 11 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 46",1,Scene_id: 1
cdl_dataset/dataset/Write_an_email/g1.txt,Turn on the computer in home office.,"['walk_executor(computer_276)', 'switchon_executor(computer_276)']","Time consume: 10 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 46","Keystate: k1 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Drink/g2.txt,Get a cup of water and freeze it.,"['walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(cupboard_117)', 'walk_
executor(kitchen_counter_119)', 'walk_executor(kitchen_counter_122)', 'walk_executor(sink_120)', 'wa
lk_executor(kitchen_counter_123)']","Time consume: 101 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 46","Keystate: k1 - Requires: 7 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Wash_clothes/g4.txt,Syntax Error,"['walk_executor(closetdrawer_388)', 'walk_executor(closetdrawer_120)']","Time consume: 61 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 46","Keystate: k1 - Requires: 5 steps
Keystate: k2 - Requires: 13 steps
Action Completion Rate: 0.0",Scene_id: 0
cdl_dataset/dataset/Prepare_a_reading_space/g2.txt,Find the book and put it on the table in bedroom. Then turn on the light in the bedroom.,"['walk_executor(bookshelf_275)', 'walk_executor(bookshelf_124)', 'open_executor(bookshelf_124)', 'wa
lk_executor(book_2136)', 'grab_executor(book_2136)', 'walk_executor(table_199)', 'put_executor(book_
2136, table_199)', 'walk_executor(light_212)', 'switchon_executor(light_212)']","Time consume: 38 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 46","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 0 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Make_coffee/g1.txt,make a cup of coffee using the coffee maker.,"['walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(mousepad_414)', 'walk_
executor(kitchen_counter_230)', 'walk_executor(bathroom_counter_41)', 'walk_executor(sink_231)', 'wa
lk_executor(coffe_maker_290)', 'open_executor(coffe_maker_290)', 'walk_executor(table_226)', 'walk_e
xecutor(coffee_filter_2000)', 'grab_executor(coffee_filter_2000)', 'walk_executor(coffe_maker_290)',
 'putin_executor(coffee_filter_2000, coffe_maker_290)', 'walk_executor(faucet_232)', 'switchon_execu
tor(faucet_232)', 'switchoff_executor(faucet_232)', 'walk_executor(cup_2063)', 'grab_executor(cup_20
63)', 'walk_executor(coffe_maker_290)', 'put_executor(cup_2063, coffe_maker_290)', 'close_executor(c
offe_maker_290)', 'switchon_executor(coffe_maker_290)']","Time consume: 47 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 46","Keystate: k1 - Requires: 8 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Drink/g4.txt,Get a cup of milk and heat it by microwave.,"['walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)'
, 'open_executor(fridge_289)', 'grab_executor(milk_2043)', 'walk_executor(cup_2063)', 'putin_executo
r(milk_2043, cup_2063)', 'walk_executor(microwave_297)', 'switchoff_executor(microwave_297)', 'open_
executor(microwave_297)', 'walk_executor(cup_2063)', 'grab_executor(cup_2063)', 'walk_executor(micro
wave_297)', 'putin_executor(cup_2063, microwave_297)', 'close_executor(microwave_297)', 'switchon_ex
ecutor(microwave_297)']","Time consume: 53 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 48",1,Scene_id: 0
cdl_dataset/dataset/Clean_the_bathroom/g2.txt,Prepare a sink of soapy water in the bathroom.,"['walk_executor(faucet_308)', 'switchoff_executor(faucet_308)', 'walk_executor(bathroom_cabinet_305)
', 'open_executor(bathroom_cabinet_305)', 'walk_executor(faucet_308)', 'switchon_executor(faucet_308
)', 'switchoff_executor(faucet_308)', 'walk_executor(kitchen_counter_132)', 'walk_executor(faucet_30
8)', 'switchon_executor(faucet_308)', 'walk_executor(sink_307)', 'walk_executor(washing_machine_2041
)', 'open_executor(washing_machine_2041)', 'walk_executor(bathtub_297)', 'walk_executor(basket_for_c
lothes_2040)', 'walk_executor(filing_cabinet_378)', 'grab_executor(soap_2037)', 'walk_executor(sink_
307)', 'putin_executor(soap_2037, sink_307)', 'walk_executor(faucet_308)', 'switchoff_executor(fauce
t_308)', 'switchon_executor(faucet_308)', 'switchoff_executor(faucet_308)']","Time consume: 60 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 49",1,Scene_id: 2
cdl_dataset/dataset/Drink/g3.txt,Get a cup of water and add some sliced kiwi inside.,"['walk_executor(sink_231)', 'walk_executor(cup_2063)', 'grab_executor(cup_2063)', 'walk_executor(fau
cet_43)', 'switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executor(faucet_232
)', 'switchon_executor(faucet_232)', 'switchoff_executor(faucet_232)', 'walk_executor(faucet_43)', '
switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'switchon_executor(faucet_43)', 'swi
tchoff_executor(faucet_43)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_ex
ecutor(fridge_289)', 'grab_executor(food_kiwi_2027)', 'walk_executor(cutting_board_2051)', 'put_exec
utor(food_kiwi_2027, cutting_board_2051)', 'walk_executor(knife_2050)', 'grab_executor(knife_2050)',
 'walk_executor(food_kiwi_2027)', 'cut_executor(food_kiwi_2027)', 'grab_executor(food_kiwi_2027) (Fa
iled)', 'walk_executor(basket_for_clothes_2006)', 'put_executor(knife_2050, basket_for_clothes_2006)
', 'walk_executor(food_kiwi_2027)', 'grab_executor(food_kiwi_2027)', 'walk_executor(cup_2063)', 'put
in_executor(food_kiwi_2027, cup_2063)', 'grab_executor(food_kiwi_2027)', 'walk_executor(sink_42)', '
putin_executor(food_kiwi_2027, sink_42)', 'walk_executor(faucet_43)', 'switchon_executor(faucet_43)'
, 'walk_executor(food_kiwi_2027)', 'wash_executor(food_kiwi_2027)', 'grab_executor(food_kiwi_2027)',
 'walk_executor(cup_2063)', 'putin_executor(food_kiwi_2027, cup_2063)', 'grab_executor(food_kiwi_202
7)', 'put_executor(food_kiwi_2027, cup_2063)']","Time consume: 661 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 49","Keystate: k1 - Requires: 2 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Cook_some_food/g3.txt,Syntax Error,"['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'grab_e
xecutor(food_vegetable_2113)', 'walk_executor(sink_19)', 'putin_executor(food_vegetable_2113, sink_1
9)', 'walk_executor(faucet_20)', 'switchon_executor(faucet_20)', 'walk_executor(food_vegetable_2113)
', 'wash_executor(food_vegetable_2113)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)
', 'walk_executor(cupboard_117)', 'walk_executor(kitchen_counter_122)', 'walk_executor(pot_78)', 'wa
lk_executor(kitchen_counter_119)', 'walk_executor(pot_2138)', 'open_executor(pot_2138)', 'walk_execu
tor(food_vegetable_2113)', 'grab_executor(food_vegetable_2113)', 'walk_executor(pot_2138)', 'putin_e
xecutor(food_vegetable_2113, pot_2138)', 'grab_executor(pot_2138)', 'walk_executor(stove_2135)', 'pu
t_executor(pot_2138, stove_2135)', 'switchon_executor(stove_2135)']","Time consume: 209 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 49","Keystate: k1 - Requires: 0 steps
Keystate: k2 - Requires: 6 steps
Keystate: k3 - Requires: 4 steps
Action Completion Rate: 1.0",Scene_id: 1
cdl_dataset/dataset/Turn_on_light/g2.txt,Turn on the lights in the bedroom. Then turn on the lights in the bathroom.,"['walk_executor(light_212)', 'switchon_executor(light_212)', 'walk_executor(light_39)', 'switchon_ex
ecutor(light_39)']","Time consume: 21 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 51",1,Scene_id: 1
cdl_dataset/dataset/Cook_some_food/g2.txt,slice some chicken,"['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_e
xecutor(kitchen_counter_122)', 'walk_executor(kitchen_counter_123)', 'walk_executor(cupboard_118)', 
'open_executor(cupboard_118)', 'walk_executor(kitchen_counter_119)', 'walk_executor(food_chicken_208
9)', 'grab_executor(food_chicken_2089)', 'walk_executor(cutting_board_2123)', 'put_executor(food_chi
cken_2089, cutting_board_2123)', 'walk_executor(knifeblock_76)', 'walk_executor(stovefan_125)', 'wal
k_executor(walllamp_304)', 'walk_executor(knife_2035)', 'walk_executor(table_114)', 'walk_executor(k
nife_2122)', 'grab_executor(knife_2122)', 'walk_executor(food_chicken_2089)', 'cut_executor(food_chi
cken_2089)']","Time consume: 65 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 52",1,Scene_id: 1
cdl_dataset/dataset/Wash_clothes/g3.txt,Syntax Error,"['walk_executor(dresser_274)', 'open_executor(dresser_274)', 'walk_executor(nightstand_192)', 'walk_
executor(bed_197)', 'walk_executor(washing_machine_2079)', 'open_executor(washing_machine_2079)']","Time consume: 69 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 52","Keystate: k1 - Requires: 7 steps
Action Completion Rate: 0.0",Scene_id: 1
