Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Pet cat,"Prepare a bowl of water and put the bowl on the table in home office. Then find my cat take it to th
e table.","['walk_executor(kitchen_counter_230)', 'walk_executor(sink_231)', 'walk_executor(faucet_232)', 'walk
_executor(kitchen_counter_230)', 'walk_executor(faucet_232)', 'walk_executor(kitchen_counter_230)', 
'walk_executor(dining_room_201)', 'walk_executor(coffee_table_2068)', 'walk_executor(dining_room_201
)', 'walk_executor(dining_room_201)', 'walk_executor(dining_room_201)', 'walk_executor(dining_room_2
01)', 'walk_executor(kitchen_counter_230)', 'walk_executor(sink_231)', 'walk_executor(filing_cabinet
_399)', 'walk_executor(dining_room_201)', 'walk_executor(filing_cabinet_399)', 'walk_executor(table_
355)', 'walk_executor(dining_room_201)', 'walk_executor(kitchen_counter_230)', 'walk_executor(sink_4
2)', 'walk_executor(faucet_43)', 'walk_executor(dining_room_201)', 'walk_executor(kitchen_counter_23
0)', 'walk_executor(sink_231)', 'walk_executor(kitchen_counter_230)', 'walk_executor(kitchen_counter
_230)', 'walk_executor(filing_cabinet_399)', 'walk_executor(coffee_table_2068)', 'walk_executor(kitc
hen_counter_230)', 'walk_executor(table_355)', 'walk_executor(coffee_table_2068)', 'walk_executor(di
ning_room_201)', 'walk_executor(filing_cabinet_399)', 'walk_executor(kitchen_counter_230)', 'walk_ex
ecutor(table_226)', 'grab_executor(bowl_2071)', 'walk_executor(faucet_232)', 'switchon_executor(fauc
et_232)', 'put_executor(bowl_2071, faucet_232)', 'switchoff_executor(faucet_232)', 'putin_executor(f
aucet_232, bowl_2071) (Failed)', 'put_executor(bowl_2071, kitchen_counter_230) (Failed)', 'grab_exec
utor(bowl_2071)', 'put_executor(bowl_2071, coffee_table_2068) (Failed)', 'put_executor(bowl_2071, co
ffee_table_2068) (Failed)', 'put_executor(bowl_2071, table_355) (Failed)', 'put_executor(bowl_2071, 
table_355) (Failed)', 'put_executor(bowl_2071, table_355) (Failed)', 'walk_executor(table_355)', 'pu
t_executor(bowl_2071, table_355)']","Time consume: 355 seconds
Exp_helper query times: 1","Keystate: k1 - Completion Rate: 0.5714285714285714
Keystate: k2 - Completion Rate: 0.0
Action Completion Rate: No actions required",cdl_dataset/dataset/Pet_cat/g3.txt
Pet cat,Find my cat and touch it,"['walk_executor(dining_room_201)', 'walk_executor(door_222)', 'walk_executor(bedroom_67)', 'walk_exe
cutor(floor_74)', 'walk_executor(floor_75)', 'walk_executor(floor_76)', 'walk_executor(home_office_3
19)', 'walk_executor(floor_321)', 'walk_executor(floor_322)', 'walk_executor(floor_323)', 'walk_exec
utor(floor_324)', 'walk_executor(floor_328)', 'walk_executor(floor_327)', 'walk_executor(bedroom_67)
', 'walk_executor(floor_75)', 'walk_executor(floor_76)', 'walk_executor(floor_75)', 'walk_executor(d
ining_room_201)', 'walk_executor(floor_77)', 'walk_executor(floor_6)', 'walk_executor(bedroom_67)', 
'walk_executor(dining_room_201)', 'walk_executor(bedroom_67)', 'walk_executor(dining_room_201)', 'wa
lk_executor(floor_203)', 'walk_executor(bedroom_67)', 'walk_executor(bedroom_67)', 'walk_executor(ba
throom_1)', 'walk_executor(home_office_319)', 'walk_executor(dining_room_201)', 'walk_executor(floor
_74)', 'walk_executor(dining_room_201)', 'walk_executor(bedroom_67)', 'walk_executor(floor_76)', 'wa
lk_executor(bathroom_1)', 'walk_executor(bedroom_67)', 'walk_executor(dining_room_201)', 'walk_execu
tor(floor_207)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1
)', 'walk_executor(bathroom_1)', 'walk_executor(floor_75)', 'walk_executor(bedroom_67)', 'walk_execu
tor(floor_202)', 'walk_executor(bedroom_67)', 'walk_executor(bathroom_1)', 'walk_executor(bedroom_67
)']","Time consume: 140 seconds
Exp_helper query times: 0",Action Completion Rate: 0.0,cdl_dataset/dataset/Pet_cat/g1.txt
Pet cat,Wash my cat in a sink,"['walk_executor(bathroom_1)', 'walk_executor(sink_42)', 'walk_executor(home_office_319)', 'walk_exec
utor(bathroom_1)', 'walk_executor(sink_42)', 'walk_executor(couch_352)', 'grab_executor(cat_2055)', 
'walk_executor(sink_42)', 'switchon_executor(faucet_43)', 'wash_executor(cat_2055)', 'rinse_executor
(cat_2055)', 'switchoff_executor(faucet_43)', 'put_executor(cat_2055, bathroom_counter_41)', 'walk_e
xecutor(towel_rack_31)', 'grab_executor(towel_2056)', 'wipe_executor(cat_2055) (Failed)', 'walk_exec
utor(bathroom_counter_41)', 'wipe_executor(cat_2055)', 'walk_executor(towel_rack_31)', 'put_executor
(towel_2056, towel_rack_31)', 'walk_executor(bathroom_counter_41)', 'grab_executor(cat_2055)', 'put_
executor(cat_2055, bathroom_counter_41)', 'walk_executor(couch_352)', 'walk_executor(couch_352)', 'w
alk_executor(couch_352)', 'walk_executor(couch_352)', 'grab_executor(cat_2055)', 'put_executor(cat_2
055, couch_352)', 'walk_executor(bathroom_1)', 'walk_executor(home_office_319)', 'walk_executor(bath
room_counter_41)', 'walk_executor(couch_352)', 'walk_executor(bathroom_counter_41)', 'walk_executor(
couch_352)', 'walk_executor(bathroom_1)', 'walk_executor(home_office_319)', 'walk_executor(home_offi
ce_319)', 'walk_executor(couch_352)', 'walk_executor(bathroom_1)', 'walk_executor(home_office_319)',
 'walk_executor(bathroom_1)', 'walk_executor(couch_352)', 'walk_executor(bathroom_1)', 'walk_executo
r(couch_352)', 'walk_executor(bathroom_counter_41)', 'walk_executor(home_office_319)', 'walk_executo
r(bathroom_counter_41)', 'walk_executor(home_office_319)', 'walk_executor(bathroom_cabinet_40)', 'wa
lk_executor(bathroom_cabinet_40)']","Time consume: 345 seconds
Exp_helper query times: 2","Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: 1.0",cdl_dataset/dataset/Pet_cat/g4.txt
Pet cat,Shower my cat in the bathtub. Use towel to dry my cat.,"['walk_executor(bathtub_30)', 'walk_executor(shower_38)', 'walk_executor(bathroom_1)', 'walk_executo
r(towel_rack_33)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1)', 'walk_executor(home_off
ice_319)', 'walk_executor(bathroom_1)', 'walk_executor(couch_352)', 'walk_executor(cat_2055)', 'grab
_executor(cat_2055)', 'walk_executor(bathtub_30)', 'putin_executor(cat_2055, bathtub_30)', 'switchon
_executor(shower_36) (Failed)', 'switchon_executor(shower_38) (Failed)', 'switchon_executor(shower_3
6) (Failed)', 'switchon_executor(faucet_232) (Failed)', 'switchon_executor(shower_36) (Failed)', 'sw
itchon_executor(shower_36) (Failed)', 'switchon_executor(shower_36) (Failed)', 'switchoff_executor(s
hower_36) (Failed)', 'switchoff_executor(shower_36) (Failed)', 'switchon_executor(shower_36) (Failed
)', 'rinse_executor(cat_2055)', 'scrub_executor(cat_2055)', 'rinse_executor(cat_2055)', 'walk_execut
or(towel_2058)', 'grab_executor(towel_2058)', 'walk_executor(cat_2055)', 'wipe_executor(cat_2055)', 
'put_executor(towel_2058, towel_rack_33)', 'walk_executor(bathroom_1)', 'walk_executor(home_office_3
19)', 'switchoff_executor(shower_36) (Failed)', 'grab_executor(cat_2055) (Failed)', 'walk_executor(b
athtub_30)', 'walk_executor(cat_2055)', 'walk_executor(bathroom_1)', 'walk_executor(shower_36)', 'sw
itchoff_executor(shower_36) (Failed)', 'switchon_executor(shower_36) (Failed)', 'grab_executor(cat_2
055) (Failed)', 'walk_executor(bathtub_30)', 'close_executor(bathtub_30) (Failed)', 'walk_executor(b
athtub_30)', 'walk_executor(home_office_319)', 'walk_executor(bathroom_1)', 'walk_executor(cat_2055)
', 'walk_executor(bathtub_30)', 'walk_executor(bathroom_1)', 'walk_executor(cat_2055)']","Time consume: 338 seconds
Exp_helper query times: 2","Keystate: k1 - Completion Rate: 0.25
Keystate: k2 - Completion Rate: 0.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Pet_cat/g5.txt
Wash clothes,"Find the basket of clothes, put the clothes into the washing machine with some soap, and wash them.","['walk_executor(bathroom_1)', 'walk_executor(washing_machine_2007)', 'walk_executor(bathroom_counter
_41)', 'walk_executor(bathroom_cabinet_40)', 'walk_executor(bathroom_counter_41)', 'walk_executor(ba
throom_cabinet_40)', 'walk_executor(washing_machine_2007)', 'walk_executor(bathroom_counter_41)', 'w
alk_executor(washing_machine_2007)', 'walk_executor(bathroom_counter_41)', 'walk_executor(bathroom_c
abinet_40)', 'walk_executor(bathroom_counter_41)', 'walk_executor(washing_machine_2007)', 'walk_exec
utor(bathroom_cabinet_40)', 'walk_executor(bathroom_counter_41)', 'walk_executor(dining_room_201)', 
'walk_executor(dishwasher_1001)', 'walk_executor(bathroom_1)', 'walk_executor(dining_room_201)', 'wa
lk_executor(bathroom_1)']","Time consume: 202 seconds
Exp_helper query times: 12","Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: No actions required",cdl_dataset/dataset/Wash_clothes/g2.txt
Wash clothes,"Hand wash the jacket, then wash it by washing machine.",['walk_executor(bathroom_1)'],"Time consume: 75 seconds
Exp_helper query times: 11","Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Wash_clothes/g3.txt
cdl_dataset/dataset/Wash_clothes/g1.txt,Syntax Error,None,None,None,cdl_dataset/dataset/Wash_clothes/g1.txt
Wash clothes,"First, hand wash the underwear with soap, then put it in the washing machine, add some detergent for
 a thorough clean.","['walk_executor(bathroom_cabinet_40)', 'walk_executor(sink_42)', 'walk_executor(basket_for_clothes_2
006)', 'walk_executor(basket_for_clothes_2006)', 'walk_executor(sink_42)', 'walk_executor(basket_for
_clothes_2006)', 'walk_executor(sink_42)', 'walk_executor(basket_for_clothes_2006)', 'walk_executor(
sink_42)', 'walk_executor(basket_for_clothes_2006)', 'walk_executor(sink_42)', 'walk_executor(basket
_for_clothes_2006)', 'walk_executor(sink_42)', 'walk_executor(sink_42)', 'grab_executor(detergent_20
84)', 'walk_executor(basket_for_clothes_2006)', 'walk_executor(washing_machine_2007)', 'walk_executo
r(sink_42)', 'walk_executor(basket_for_clothes_2006)', 'walk_executor(basket_for_clothes_2006)', 'wa
lk_executor(sink_42)', 'walk_executor(sink_42)', 'walk_executor(washing_machine_2007)', 'walk_execut
or(sink_42)']","Time consume: 179 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 0.23076923076923073
Action Completion Rate: 0.0",cdl_dataset/dataset/Wash_clothes/g4.txt
Iron clothes,Iron a pair of pants.,"['walk_executor(ironing_board_2074)', 'walk_executor(ironing_board_2074)', 'walk_executor(ironing_bo
ard_2074)', 'walk_executor(washing_machine_2007)', 'walk_executor(ironing_board_2074)']","Time consume: 90 seconds
Exp_helper query times: 7","Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 0.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Iron_clothes/g2.txt
Iron clothes,Iron all the clothes in the laundry basket.,"['walk_executor(closetdrawer_116)', 'walk_executor(bathroom_1)', 'walk_executor(ironing_board_2074)'
, 'walk_executor(iron_2089)', 'grab_executor(iron_2089)', 'plugin_executor(iron_2089)', 'switchon_ex
ecutor(iron_2089)']","Time consume: 104 seconds
Exp_helper query times: 8","Keystate: k1 - Completion Rate: 0.11111111111111116
Action Completion Rate: 0.0",cdl_dataset/dataset/Iron_clothes/g3.txt
Iron clothes,Clean a shirt and iron this shirt.,"['walk_executor(washing_machine_2007)', 'walk_executor(cupboard_229)', 'walk_executor(bathroom_1)']","Time consume: 100 seconds
Exp_helper query times: 9","Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 0.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Iron_clothes/g1.txt
Iron clothes,"Iron a shirt, and put it in on the bed.","['walk_executor(bedroom_67)', 'walk_executor(ironing_board_2074)', 'walk_executor(iron_2089)', 'plug
in_executor(iron_2089)', 'switchon_executor(iron_2089)', 'walk_executor(bedroom_67)', 'walk_executor
(dresser_108)', 'walk_executor(ironing_board_2074)', 'walk_executor(closetdrawer_116)', 'walk_execut
or(bed_105)', 'walk_executor(dresser_123)', 'walk_executor(dresser_108)', 'walk_executor(dresser_108
)', 'walk_executor(bathroom_1)']","Time consume: 196 seconds
Exp_helper query times: 9","Keystate: k1 - Completion Rate: 0.33333333333333337
Keystate: k2 - Completion Rate: 0.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Iron_clothes/g4.txt
Iron clothes,Iron all the clothes in the basket,"['walk_executor(kitchen_counter_230)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1)', 'wa
lk_executor(dining_room_201)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1)', 'walk_execu
tor(bathroom_1)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_
1)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_1)']","Time consume: 105 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Iron_clothes/g5.txt
Prepare dinner,Roast chicken with onion in the oven.,"['walk_executor(fridge_289)', 'grab_executor(food_chicken_2017) (Failed)', 'grab_executor(food_chick
en_2017) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'gra
b_executor(food_chicken_2017) (Failed)', 'grab_executor(food_chicken_2017) (Failed)', 'walk_executor
(food_chicken_2017)', 'grab_executor(food_chicken_2017) (Failed)', 'grab_executor(food_onion_2032) (
Failed)', 'grab_executor(food_chicken_2017) (Failed)', 'grab_executor(food_onion_2032) (Failed)', 'c
ut_executor(food_chicken_2017) (Failed)', 'grab_executor(food_chicken_2017) (Failed)', 'grab_executo
r(food_onion_2032) (Failed)', 'walk_executor(food_onion_2032)', 'grab_executor(food_onion_2032) (Fai
led)', 'putin_executor(food_chicken_2017, oven_295) (Failed)', 'switchon_executor(oven_295) (Failed)
', 'walk_executor(oven_295)', 'open_executor(oven_295) (Failed)', 'switchoff_executor(oven_295)', 'o
pen_executor(oven_295)', 'grab_executor(tray_296)', 'putin_executor(tray_296, oven_295)', 'walk_exec
utor(food_chicken_2017)', 'grab_executor(food_chicken_2017) (Failed)', 'grab_executor(food_onion_203
2) (Failed)', 'grab_executor(food_onion_2032) (Failed)', 'walk_executor(food_onion_2032)', 'grab_exe
cutor(food_onion_2032) (Failed)', 'grab_executor(food_onion_2032) (Failed)', 'grab_executor(food_oni
on_2032) (Failed)', 'walk_executor(food_chicken_2017)', 'grab_executor(food_chicken_2017) (Failed)',
 'grab_executor(food_onion_2032) (Failed)', 'grab_executor(food_onion_2032) (Failed)']","Time consume: 261 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_dinner/g2.txt
Prepare dinner,Cook bacon.,"['walk_executor(stove_2065)', 'walk_executor(fryingpan_2083)', 'grab_executor(fryingpan_2083)', 'wal
k_executor(stove_2065)', 'switchon_executor(stove_2065)', 'walk_executor(fridge_289)', 'open_executo
r(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)',
 'plugin_executor(fridge_289) (Failed)', 'grab_executor(food_bacon_2010) (Failed)', 'open_executor(f
ridge_289) (Failed)', 'plugin_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 
'put_executor(fryingpan_2083, stove_2065) (Failed)', 'put_executor(fryingpan_2083, stove_2065) (Fail
ed)', 'put_executor(fryingpan_2083, stove_2065) (Failed)', 'put_executor(fryingpan_2083, stove_2065)
 (Failed)', 'put_executor(fryingpan_2083, stove_2065) (Failed)', 'put_executor(fryingpan_2083, kitch
en_counter_230)', 'grab_executor(fryingpan_2083)', 'open_executor(fridge_289) (Failed)', 'open_execu
tor(fridge_289) (Failed)', 'plugout_executor(fridge_289)', 'plugin_executor(fridge_289)', 'open_exec
utor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed
)', 'open_executor(fridge_289) (Failed)']","Time consume: 193 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.33333333333333337
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_dinner/g3.txt
cdl_dataset/dataset/Prepare_dinner/g1.txt,Syntax Error,None,None,None,cdl_dataset/dataset/Prepare_dinner/g1.txt
Prepare dinner,Fried rice with egg.,"['walk_executor(dining_room_201)', 'walk_executor(fridge_289)', 'open_executor(fridge_289) (Failed)'
, 'open_executor(fridge_289) (Failed)', 'grab_executor(food_rice_2036) (Failed)', 'plugin_executor(f
ridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'plugout_executor(fridge_289)', 'open_ex
ecutor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Fail
ed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fri
dge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'grab_executor(food_rice_2036) (Failed)', 
'open_executor(fridge_289) (Failed)']","Time consume: 135 seconds
Exp_helper query times: 2","Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 0.10526315789473684
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_dinner/g4.txt
make up bed,Prepare a cup of water on the nightstand.,"['walk_executor(coffee_table_2068)', 'walk_executor(bedroom_67)', 'walk_executor(dresser_108)', 'wal
k_executor(bed_105)', 'walk_executor(nightstand_102)', 'walk_executor(dresser_108)', 'walk_executor(
faucet_43)', 'walk_executor(coffee_table_2068)', 'walk_executor(dining_room_201)', 'walk_executor(fa
ucet_232)', 'grab_executor(cup_2063)', 'walk_executor(nightstand_102)', 'put_executor(cup_2063, nigh
tstand_102)', 'walk_executor(faucet_232)', 'switchon_executor(faucet_232)', 'grab_executor(cup_2063)
', 'put_executor(cup_2063, faucet_232)', 'grab_executor(cup_2063)', 'switchoff_executor(faucet_232)'
, 'walk_executor(nightstand_102)', 'put_executor(cup_2063, nightstand_102)', 'grab_executor(cup_2063
)', 'put_executor(cup_2063, nightstand_102)', 'grab_executor(cup_2063)', 'put_executor(cup_2063, nig
htstand_102)', 'walk_executor(faucet_232)', 'walk_executor(nightstand_102)', 'grab_executor(cup_2063
)', 'put_executor(cup_2063, nightstand_102)', 'walk_executor(faucet_232)', 'grab_executor(cup_2063)'
, 'switchon_executor(faucet_232)', 'put_executor(cup_2063, faucet_232)', 'switchon_executor(faucet_2
32) (Failed)', 'switchon_executor(faucet_232) (Failed)', 'walk_executor(nightstand_102)', 'grab_exec
utor(cup_2063)', 'put_executor(cup_2063, nightstand_102)', 'walk_executor(faucet_232)', 'switchon_ex
ecutor(faucet_232) (Failed)', 'grab_executor(cup_2063)', 'walk_executor(nightstand_102)', 'put_execu
tor(cup_2063, faucet_232) (Failed)', 'walk_executor(faucet_232)', 'switchon_executor(faucet_232) (Fa
iled)', 'walk_executor(nightstand_102)', 'switchon_executor(faucet_232) (Failed)', 'put_executor(cup
_2063, faucet_232) (Failed)', 'put_executor(cup_2063, faucet_232) (Failed)', 'putin_executor(cup_206
3, nightstand_102)', 'walk_executor(faucet_232)']","Time consume: 333 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.4285714285714286
Action Completion Rate: No actions required",cdl_dataset/dataset/make_up_bed/g3.txt
Turn on light,Turn on the lights in the bedroom. Then turn on the lights in the bathroom.,"['walk_executor(light_64)', 'switchon_executor(light_64)', 'walk_executor(ceilinglamp_96)', 'switcho
n_executor(ceilinglamp_96) (Failed)', 'plugin_executor(ceilinglamp_96) (Failed)', 'plugin_executor(c
eilinglamp_96) (Failed)', 'switchon_executor(ceilinglamp_96) (Failed)', 'plugout_executor(ceilinglam
p_96) (Failed)', 'walk_executor(light_64)', 'switchon_executor(light_64) (Failed)', 'plugout_executo
r(light_64)', 'plugin_executor(light_64)', 'switchon_executor(light_64) (Failed)', 'walk_executor(ta
blelamp_97)', 'switchon_executor(tablelamp_97) (Failed)', 'walk_executor(nightstand_102)', 'open_exe
cutor(nightstand_100)', 'open_executor(nightstand_102) (Failed)', 'switchon_executor(tablelamp_98) (
Failed)', 'switchon_executor(light_64) (Failed)', 'walk_executor(nightstand_100)', 'switchon_executo
r(light_64) (Failed)', 'open_executor(nightstand_100) (Failed)', 'switchon_executor(light_64) (Faile
d)', 'switchon_executor(ceilinglamp_96) (Failed)', 'switchon_executor(tablelamp_98) (Failed)', 'swit
chon_executor(light_64) (Failed)', 'switchon_executor(tablelamp_97) (Failed)', 'switchon_executor(ce
ilinglamp_96) (Failed)', 'switchon_executor(tablelamp_98) (Failed)', 'switchon_executor(tablelamp_97
) (Failed)', 'switchon_executor(ceilinglamp_96) (Failed)', 'open_executor(nightstand_100) (Failed)',
 'switchon_executor(ceilinglamp_96) (Failed)', 'walk_executor(light_245)', 'walk_executor(light_245)
', 'switchon_executor(light_245)', 'walk_executor(tablelamp_98)', 'walk_executor(tablelamp_97)', 'sw
itchon_executor(tablelamp_97) (Failed)', 'close_executor(nightstand_100)', 'walk_executor(tablelamp_
98)', 'switchon_executor(tablelamp_98) (Failed)', 'walk_executor(tablelamp_97)', 'plugin_executor(ta
blelamp_97) (Failed)', 'walk_executor(nightstand_100)', 'switchon_executor(tablelamp_98) (Failed)', 
'plugin_executor(tablelamp_97) (Failed)', 'switchon_executor(ceilinglamp_96) (Failed)', 'walk_execut
or(nightstand_102)', 'walk_executor(dresser_108)']","Time consume: 307 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.5
Action Completion Rate: No actions required",cdl_dataset/dataset/Turn_on_light/g2.txt
Turn on light,Make sure there is at least one light on in every room.,"['walk_executor(light_64)', 'switchon_executor(light_64)', 'walk_executor(light_169)', 'switchon_exe
cutor(light_169)', 'walk_executor(light_245)', 'switchon_executor(light_245)', 'walk_executor(light_
411)', 'switchon_executor(light_411)']","Time consume: 67 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Turn_on_light/g3.txt
Turn on light,Turn on the lights in the bathroom.,"['walk_executor(light_64)', 'switchon_executor(light_64)']","Time consume: 37 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Turn_on_light/g1.txt
Prepare a reading space,Find the book and put it on the table in bedroom. Then turn on the light in the bedroom.,"['walk_executor(bookshelf_101)', 'open_executor(bookshelf_101)', 'grab_executor(drawing_176)', 'walk
_executor(nightstand_102)', 'put_executor(drawing_176, nightstand_102)', 'walk_executor(bookshelf_10
1)', 'walk_executor(nightstand_100)', 'open_executor(nightstand_100)', 'walk_executor(dresser_123)',
 'open_executor(dresser_123)', 'walk_executor(bookshelf_101)', 'open_executor(bookshelf_101) (Failed
)', 'walk_executor(bookshelf_233)', 'open_executor(bookshelf_233)', 'walk_executor(dresser_358)', 'w
alk_executor(bookshelf_101)', 'open_executor(dresser_108) (Failed)', 'switchon_executor(light_169) (
Failed)', 'walk_executor(dresser_123)', 'walk_executor(dresser_108)', 'walk_executor(nightstand_102)
', 'walk_executor(dresser_358)', 'walk_executor(dresser_123)', 'walk_executor(nightstand_100)', 'wal
k_executor(dresser_108)', 'open_executor(dresser_108)', 'open_executor(nightstand_102) (Failed)', 'w
alk_executor(nightstand_102)', 'open_executor(nightstand_102) (Failed)', 'walk_executor(nightstand_1
00)', 'walk_executor(nightstand_100)', 'walk_executor(desk_104)', 'walk_executor(bookshelf_354)', 'g
rab_executor(book_2066)', 'walk_executor(bed_105)', 'put_executor(book_2066, bed_105)', 'grab_execut
or(book_2066)', 'put_executor(book_2066, nightstand_102)', 'switchon_executor(light_169) (Failed)', 
'switchon_executor(light_169) (Failed)', 'switchon_executor(light_169) (Failed)', 'switchon_executor
(light_169) (Failed)', 'walk_executor(light_169)', 'switchon_executor(light_169)', 'grab_executor(bo
ok_2066) (Failed)', 'walk_executor(nightstand_102)', 'grab_executor(book_2066)', 'put_executor(book_
2066, table_355) (Failed)', 'put_executor(book_2066, table_355) (Failed)', 'put_executor(book_2066, 
table_355) (Failed)', 'put_executor(book_2066, table_355) (Failed)']","Time consume: 366 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.5
Keystate: k2 - Completion Rate: 1.0
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_a_reading_space/g2.txt
Prepare a reading space,Find a book and put it on the coffe table in home office. Then open the window in the home office.,"['walk_executor(bookshelf_354)', 'grab_executor(book_2066)', 'put_executor(book_2066, coffee_table_2
068) (Failed)', 'walk_executor(coffee_table_2068)', 'put_executor(book_2066, coffee_table_2068)', 'w
alk_executor(window_348)', 'open_executor(window_348) (Failed)', 'open_executor(window_348) (Failed)
', 'open_executor(curtain_407) (Failed)', 'open_executor(curtain_407) (Failed)', 'open_executor(curt
ain_407) (Failed)', 'open_executor(curtain_407) (Failed)', 'open_executor(curtain_407) (Failed)', 'o
pen_executor(curtain_407) (Failed)', 'open_executor(window_348) (Failed)', 'open_executor(window_348
) (Failed)', 'pull_executor(curtain_407) (Failed)', 'pull_executor(curtain_407) (Failed)', 'pull_exe
cutor(curtain_407) (Failed)', 'pull_executor(curtain_407) (Failed)', 'pull_executor(curtain_408)', '
open_executor(window_348) (Failed)', 'open_executor(window_348) (Failed)', 'pull_executor(curtain_40
9)', 'open_executor(window_348) (Failed)', 'open_executor(window_348) (Failed)', 'open_executor(wind
ow_348) (Failed)', 'open_executor(window_348) (Failed)', 'open_executor(window_348) (Failed)']","Time consume: 190 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 1.0
Keystate: k2 - Completion Rate: 0.5
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_a_reading_space/g3.txt
Prepare a reading space,Find the book and put it on the coffee table in home office.,"['walk_executor(bookshelf_354)', 'open_executor(bookshelf_354)', 'grab_executor(book_2066)', 'walk_e
xecutor(coffee_table_2068)', 'put_executor(book_2066, coffee_table_2068)']","Time consume: 49 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Prepare_a_reading_space/g1.txt
